9befe59a-2b4c-42d0-9944-41fb27adaffe;10.193619;2018-06-03 15:37:29 +0200 CEST
14603ea9-6d69-47cb-9a72-5d827cd5bdfc;68.084971;2018-06-08 10:48:51 +0200 CEST
1a176256-a40a-419e-b0f4-772bcfb51d2e;20.756935;2018-06-16 18:45:56 +0200 CEST
7ef2fe3c-7a53-45fe-8410-adec984bb01c;65.141727;2018-06-11 00:56:58 +0200 CEST
5c7af699-559d-4b91-87ff-9e7de17ef391;13.543254;2018-06-25 01:43:41 +0200 CEST
7f91924f-345b-45a5-be33-62d741f1cfa3;89.691187;2018-06-08 08:51:20 +0200 CEST
97992d38-febd-46cc-915e-a92e4b872012;9.055014;2018-06-21 02:47:33 +0200 CEST
32be1463-28c9-4171-acf8-c25e798f1a42;62.480331;2018-06-28 14:36:57 +0200 CEST
5daa0934-0023-4ec5-ae34-6895e9ac66dc;24.102002;2018-06-18 04:50:18 +0200 CEST
34c1ef7f-9fc0-4939-889b-c760ebb85afa;28.528298;2018-06-26 15:01:11 +0200 CEST
172e0c21-d044-4d2b-af98-1678b8c54621;0.601099;2018-06-08 17:04:43 +0200 CEST
a1413537-e1c7-4f1f-a3c1-097e7a43dcf5;40.328385;2018-06-11 20:09:39 +0200 CEST
22e01482-a467-4af9-b0f9-d6aa9aa8142f;46.142104;2018-06-30 00:30:44 +0200 CEST
898599c9-b7cd-40da-a198-6f59c6b274cd;25.381989;2018-06-05 11:26:39 +0200 CEST
33005b94-4767-4315-8df2-52d6c4575b0e;35.931055;2018-06-28 19:15:35 +0200 CEST
81a4b1bb-aed8-4400-a136-afab1c29c625;59.164148;2018-06-17 20:48:58 +0200 CEST
5fdd9cf5-c031-4c3b-a5b8-ddef1b541a3b;16.427284;2018-06-08 21:16:15 +0200 CEST
94fc1ae2-9b52-4b41-a714-199b52ef2513;25.488308;2018-06-08 10:33:20 +0200 CEST
836f623e-c730-4c8a-b6d9-22d81b1cdf51;4.105800;2018-06-01 13:49:46 +0200 CEST
4b7b9412-d873-41d7-b61f-2c9c7f13c23d;62.789453;2018-06-09 06:32:56 +0200 CEST
b4a791d5-5595-49be-8d53-9caefe9eb3ee;96.727532;2018-06-23 04:47:44 +0200 CEST
ad5865ee-75f0-4932-97e2-d3359cba4018;4.818557;2018-06-22 07:29:17 +0200 CEST
2f8263b8-dd8a-4108-859a-29c91e4d7734;27.749054;2018-06-30 07:10:24 +0200 CEST
ce06860d-6b23-46a3-b440-45048c4fc2ee;5.024325;2018-06-20 04:53:34 +0200 CEST
3a91ab58-95ed-4ce4-9c0f-4bd041e1c316;86.591653;2018-06-03 15:58:03 +0200 CEST
bc2ce203-44ce-4e2f-92d5-e8eeecca4d24;27.791796;2018-06-20 21:05:00 +0200 CEST
0042fcdc-f0d4-4960-8096-edc8db29c020;81.461603;2018-06-11 20:38:10 +0200 CEST
62456267-ad15-47b1-bc0a-7b784755c594;96.282977;2018-06-30 04:22:05 +0200 CEST
fb846fbf-eae9-4e39-b0c1-718c2731f95a;35.105731;2018-06-29 01:43:35 +0200 CEST
772d65f9-ea3b-4c20-8bff-5204c4c3554d;39.419281;2018-06-29 01:33:33 +0200 CEST
50b8db4f-1589-46cc-b34f-4b334eb5e8af;45.843903;2018-06-29 11:12:43 +0200 CEST
c2a0a903-08d3-45f9-9f08-c18aeb3541c0;34.182110;2018-06-07 04:53:39 +0200 CEST
2f6136dd-c8c8-4e50-8280-d4d4b7f49411;25.255069;2018-06-07 09:49:03 +0200 CEST
f803b18f-b2f5-4fb6-ac63-9b6f6bf50fd6;51.402681;2018-06-27 20:23:48 +0200 CEST
e1e93c59-6ede-4008-876a-b4a0f18ad817;72.881874;2018-06-19 10:12:24 +0200 CEST
95173353-8956-43d0-914f-77e0559b4a27;59.839968;2018-06-19 20:32:34 +0200 CEST
54bf4b5b-2e87-4841-b507-9187344fc3b8;2.750941;2018-06-05 21:35:17 +0200 CEST
2928fb81-efd9-4aa4-ae0d-f367275490a1;66.368999;2018-06-02 22:14:59 +0200 CEST
192bd376-061e-4e8f-9802-e5d20f1cac60;36.789586;2018-06-04 17:01:10 +0200 CEST
b93c748a-af2b-4ec3-b85a-b0061f030edb;45.521681;2018-06-14 21:35:25 +0200 CEST
ea3d4d3f-b34e-4d25-9186-11f6ae2e36fe;39.241658;2018-06-02 02:28:14 +0200 CEST
5fd88eb7-24e8-4f25-99da-69b35bc50049;1.298704;2018-06-03 00:52:30 +0200 CEST
4392e886-6a59-4d68-ac1b-07b676b08d9d;44.317420;2018-06-14 19:17:20 +0200 CEST
3fdf3482-5210-4f62-a3cb-1ce3a8b333fc;12.603087;2018-06-06 04:20:53 +0200 CEST
08c8b603-1af1-49cc-9231-2de1331ee90b;3.813539;2018-06-24 19:32:10 +0200 CEST
d46776d7-856d-4169-a59f-a08fa52bf183;26.720082;2018-06-07 10:35:53 +0200 CEST
9ec195bd-919f-4050-bafc-6b9c15bf5c3c;64.333606;2018-06-02 00:21:19 +0200 CEST
c79f0e4a-5f50-4ca1-9668-7af257ff6fc9;97.527182;2018-06-21 04:49:37 +0200 CEST
29f58a85-36d5-4bd2-a676-69c17d6128a3;50.599619;2018-06-21 00:40:49 +0200 CEST
bda56353-976d-4149-9b2e-34fd1d1946d6;95.144099;2018-06-22 14:37:55 +0200 CEST
3420272b-3e3e-4c9f-b9b7-2bf029a61abd;36.007670;2018-06-16 04:48:52 +0200 CEST
ee082edd-c058-4ef5-9b92-f84ab65bf8b2;61.751899;2018-06-20 03:46:09 +0200 CEST
4e905d24-e543-4ccd-9533-0677b7fc81d7;22.286767;2018-06-07 05:31:18 +0200 CEST
c1b00da7-1ba1-4f64-8c6a-3aed870014fe;5.797311;2018-06-22 08:59:21 +0200 CEST
b8c84b51-3e7f-4ac8-8ed3-5a445c99773c;29.568831;2018-06-19 14:13:37 +0200 CEST
6231d92e-4072-4f87-ba18-d4e71d581a29;41.612863;2018-06-14 03:50:00 +0200 CEST
d599f1bd-7081-404f-81dd-048bfe09dd4f;14.291460;2018-06-21 08:15:45 +0200 CEST
6d9bc241-8cd0-40eb-ad83-1e723b52c84d;64.354715;2018-06-18 06:24:14 +0200 CEST
d4dc8d84-d471-4d59-af84-637c6b237eac;10.852267;2018-06-21 10:13:29 +0200 CEST
77d84b2e-964e-4255-9c9f-826052ae2a54;61.571565;2018-06-07 23:12:32 +0200 CEST
05b08ca1-182b-4e71-856e-0b94b61df697;61.759963;2018-06-15 20:43:43 +0200 CEST
d3bc9f9e-ba8e-4a0f-ab37-50f44bcfb028;91.100055;2018-06-19 14:37:50 +0200 CEST
