78bfd79d-53c4-421d-b054-013ad294deab;42.780199;2018-10-07 00:55:20 +0200 CEST
e0cb39dc-fad6-42c8-b05a-8d792fe7ec2c;28.697746;2018-10-19 06:01:31 +0200 CEST
4f67f504-070c-4076-ab8a-eaa8820adfab;86.607567;2018-10-20 21:56:11 +0200 CEST
b1fac95c-5561-4fea-a616-6337b7613613;88.120014;2018-10-06 14:55:21 +0200 CEST
b1f4277a-18c7-44ef-9a40-9c225309ebf2;80.214924;2018-10-03 08:33:30 +0200 CEST
85fdeba1-1d2d-4893-b316-b94a839185fe;72.268145;2018-10-11 21:34:15 +0200 CEST
fabfc320-dab5-4038-be37-089109a0c75a;63.014363;2018-10-05 11:59:40 +0200 CEST
eccf9ec6-a67f-49c0-883c-298f866a51bd;0.832740;2018-10-19 03:23:09 +0200 CEST
2dc462e1-d2f1-43f2-ad87-55f24301b4f0;81.642044;2018-10-30 03:39:59 +0100 CET
3a291028-d62f-40cf-be76-264a5a0be429;10.299170;2018-10-25 11:16:29 +0200 CEST
d5f54202-d090-4be4-b5fa-8c2b347813d7;2.691535;2018-10-16 20:58:33 +0200 CEST
9306d41f-d7ac-4d6f-b064-c5aca96563b1;31.567017;2018-10-23 19:00:17 +0200 CEST
f818dfa5-d658-4824-859a-535b30779eb1;67.363405;2018-10-23 00:32:31 +0200 CEST
e2e94ecd-65d2-4622-b81a-3d667ab0523a;7.754989;2018-10-12 16:33:48 +0200 CEST
eb2946f1-027b-4804-adc6-90020f396ebe;88.050570;2018-10-14 09:51:55 +0200 CEST
08357601-f676-4e3f-9f4f-4a48309ef9c6;84.833901;2018-10-29 12:25:54 +0100 CET
36936d25-991c-424d-ac9a-a1ee138401ee;63.137037;2018-10-27 18:57:32 +0200 CEST
2dbace50-3c9b-4b0c-976f-6b491d48d971;35.045613;2018-10-02 14:30:24 +0200 CEST
fc3c1dc6-6f34-40fe-8f36-760a2284ff0d;30.763122;2018-10-21 19:56:06 +0200 CEST
81179c45-ffca-452d-a26c-2d18b8aa9884;94.804761;2018-10-12 05:24:44 +0200 CEST
92dc8cd0-d845-4126-ac8d-e5a3bbaf6098;95.351583;2018-10-07 18:40:37 +0200 CEST
2b805c5f-44cb-41b5-9209-521ea640f898;50.138997;2018-10-06 04:24:06 +0200 CEST
